Job Title,Company,Link,Job_Description,Location,Job_Rec
Data Entry Operator,MeeGen Solutions,https://www.freshersworld.com/jobs/data-entry-operator-jobs-in-chennai-meegen-solutions-1019381,", Urgently Needed Data Entry Executives in a Leading Online Brand Located in Redhills.Shift: Night ShiftLocation:Poochi Athipedu Redhills, Tamil Nadu is 600052Job SummaryJob Type : Full TimeJob Role : Data Entry /Back OfficeJob Category : Diploma,BSc/BCA/BBM,Computer OperatorHiring Process :  Face to Face Interview, Telephonic InterviewWho can apply : Freshers",chennai,data scientist
Online Data Entry,Modinity Technologies,https://www.freshersworld.com/jobs/online-data-entry-jobs-in-chennai-coimbatore-madurai-modinity-technologies-1012644,", ||JOB OPENING FOR HOME BASED JOB SEEKERS|| Simple typing job from your home and earn amount daily in daily basis. DON'T MISS THIS LIFETIME OPPORTUNITY...HOME BASED ONLINE PART TIME JOB IN Online Simple Typing Job Work from your Android mobile/ Lap / Pc ||Earn Rs.6000-8000/-per month||.Work at flexible timings. Our Support Team is Available for you. There is no limit for doing work.Daily Payments Job Type: Part Timerscontact number: 7305441839mail id: jobhari24@gmail.comJob SummaryJob Type : Part TimeJob Role : Data Entry /Back OfficeJob Category : MBA,Diploma,Part Time,BSc/BCA/BBM,Computer Operator,Work from HomeHiring Process :  Telephonic InterviewWho can apply : Freshers",chennai,data scientist
Data and Analytics,DesiCrew Solutions,https://www.freshersworld.com/jobs/data-and-analytics-jobs-in-chennai-desicrew-solutions-1010020,", This in turn reflects in our quality of work and hence customer satisfaction. Our innate aim is to build an environment of inclusive growth and to encourage participation at all levels. We are growing constantly and are always on the lookout for individuals as inspired and excited by the Impact Sourcing model as we are. By working with us, we guarantee that you will be equipped with the necessary skills that are required to grow and to deal with challenges and responsibilities that come with this growth.We LeverageOur regular training &amp; development programs help you understand &amp; develop the most efficient ways to deliver on the customer requirements.Data/image annotationData analyticsImage Editing/taggingData CategorisationData curationData EnrichmentWe LeverageOur regular training &amp; development programs help you understand &amp; develop the most efficient ways to deliver on the customer requirements.4%between 18-25 years old4%and above first generation knowledge workers4%increase in annual household income in rural areas4%of our employees would have migrated to cities if not for DC4%of our staff are womenJob SummaryJob Type : Full TimeJob Role : IT Software-EngineerJob Category : IT/Software,Computer OperatorHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
C11 Big Data,For a client of TeamLease Services Ltd,https://www.freshersworld.com/jobs/c11-big-data-jobs-in-chennai-for-a-client-of-teamlease-services-ltd-986929,", Big DataJob SummaryJob Type : Full TimeJob Role : OthersJob Category : Hiring Process :  Face to Face InterviewWho can apply : Freshers",chennai,data scientist
Data Entry Operator,Fresherslive,https://www.freshersworld.com/jobs/data-entry-operator-jobs-in-chennai-fresherslive-1017001,", FRESHERSLIVE is Hiring 5 FEMALE - DATA ENTRY OPERATORNOTE : Candidates those who are in and around CHENNAI are only EligibleSALARY : 12,500 Per Month FixedCompany Name : FreshersliveDesignation : Data Entry OperatorEducation : Any GraduateLocation : CHENNAIExperience : Freshers / Experience can applyTotal Vacancies : 5Interview ProcessCandidate should first clear the Telephonic interview taken by us.Once they have shortlisted in Telephonic interview, they will be called for System Test &amp; HR RoundAfter Clearing System Test &amp; HR Round, Result will be announced either via call or on the spot depending upon the situation.Once candidate has been selected, they have to join immediately.Job SummaryJob Type : Full TimeJob Role : Data Entry /Back OfficeJob Category : Computer OperatorHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
Data Entry Typist,JK Infosoft Ltd,https://www.freshersworld.com/jobs/data-entry-typist-jobs-in-chennai-coimbatore-madurai-jk-infosoft-ltd-1016438,", Full Time / Part Time
Online Home Based Jobs, Fresher Home Based Data Entry Jobs For College
Students, Home Based Typing Work For Students, back office Home Based Form Filling Jobs For
House Wife, Home Based Typing Jobs, Home Based Copy paste Jobs, Home Based SMS
Sending Jobs, Data Entry, Data Entry Operator Computer Operator, Data Entry
Typist,.Good communication
and presentation skillsJob Type: Part-timeJob SummaryJob Type : Part TimeJob Role : Data Entry /Back OfficeJob Category : Part Time,Computer OperatorHiring Process :  Face to Face InterviewWho can apply : Freshers",chennai,data scientist
Clerical/Data Entry,RMS Solutions Inc,https://www.freshersworld.com/jobs/clerical-data-entry-jobs-in-bangalore-chennai-rms-solutions-inc-986064,",  Must have English speaking and writing skills.Answering incoming callsFiling, data entry, customer service monitor, and reply to the email computer knowledge excels, PowerPoint, Microsoft word, etc. Quick book invoices entry online research must be organized, punctual, and detail-oriented.Should work well in a small office environment Job SummaryJob Type : Part TimeJob Role : Data Entry /Back OfficeJob Category : Computer OperatorHiring Process :  Written-testWho can apply : Freshers",chennai,data scientist
Data Entry Executive,Eminentminds,https://www.freshersworld.com/jobs/data-entry-executive-jobs-in-bangalore-chennai-hyderabad-eminentminds-1011224,", We are looking for Non
Voice/ Data entry  / work from home Graduates / Under
Graduates willing to work in Fixed shifts ( 9am to 6pm ) Sundays Fixed offShould have a minimum
typing speed of Min 25 words per minute with 90% accuracy.Salary                      : 10k to 15K + inveFunctional Area     : Data EntryEmployment Type :
Permanent Job, Full Time , Part TimeNo of Position        : 30
NumbersAGE                          : Max 32yrWork Location       : Near Kengeri Satellite Town BangaloreJob SummaryJob Type : Full TimeJob Role : Data Entry /Back OfficeJob Category : MBA,Diploma,BSc/BCA/BBM,Computer Operator,Work from HomeHiring Process :  Telephonic InterviewWho can apply : Freshers",chennai,data scientist
Data Science Engineers,IIBM Institute of Business Management,https://www.freshersworld.com/jobs/data-science-engineers-jobs-in-pune-chennai-hyderabad-iibm-institute-of-business-management-997494,",  IIBM Institute of Business Management We are looking for candidates/interns in data science for MNC's. Candidates can be B Tech/BCA /BBA from any college. We have trained over 25,000 candidates since 2008. For details visitJob SummaryJob Type : Full TimeJob Role : Engineer (Core, Non-IT)Job Category : Core Technical,BSc/BCA/BBMHiring Process :  Telephonic InterviewWho can apply : Freshers",chennai,data scientist
Online Data Entry,LEGALITY SIMPLIFIED LLP,https://www.freshersworld.com/jobs/online-data-entry-jobs-in-chennai-legality-simplified-llp-996750,",  1.Uploading Documents in Portal 2. Client follow up 3. Good Knowledge in Ms office 4. Good  sound in Communication 5. Mail Follow up with client 6. Transfer data from paper formats into computer files or database systems using keyboards, data recorders or optical scanners 7. Create spreadsheets with large numbers of figures without mistakes 8. Verify data by comparing it to source documents 9. Perform regular backups to ensure data preservation NOTE: Experience Level: 0 to 2 yearJob SummaryJob Type : Full TimeJob Role : Data Entry /Back OfficeJob Category : BSc/BCA/BBM,Computer OperatorHiring Process :  Face to Face Interview, Telephonic InterviewWho can apply : Freshers and Experienced (0 to 2 yrs )",chennai,data scientist
Data Entry Operator,Mgm infotech,https://www.freshersworld.com/jobs/data-entry-operator-jobs-in-bangalore-chennai-coimbatore-mgm-infotech-1005683,", Image format into notepad format.Have to type 50 pages.Per page 60 rs cost.Students job seekers can apply for this.Having a laptop or desktop then you can apply.Job SummaryJob Type : Part TimeJob Role : Data Entry /Back OfficeJob Category : Part Time,Computer Operator,Work from HomeHiring Process :  Telephonic InterviewWho can apply : Freshers",chennai,data scientist
Administrative Assistant / Data Entry Clerk Data Processing Executive,Fly Care India,https://www.freshersworld.com/jobs/administrative-assistant-data-entry-clerk-data-processing-executive-jobs-in-chennai-fly-care-india-1017037,", Looking for Administrative Assistant / Data Entry ClerkEntry-level job - Work at Home. Full or part-time positions available from home. With or without experience we encourage all applicants to apply.SkillsSalesMarketingCustomer SupportDATA ENTRYCUSTOMER SERVICEHuman Resource ManagementResponsibilities and DutiesWe are seeking candidates interested in working with companies who are hiring employees for remote at home positions.Both full-time and part-time opportunities are available in a variety of career fields including but not limited to data entry, marketing, customer service and support, clerical, and administrative.Candidates with experience in inside sales, outside sales, and retail sales are also encouraged to apply on our website. If you can work on your own from home and are self-motivated you would be a great fit.Ideal candidates should enjoy such work as email customer service, data entry, social media posting and reviewing products.Job SummaryJob Type : Full TimeJob Role : Data Entry /Back OfficeJob Category : Computer OperatorHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
SMS Sending/Data Entry,JK Infosoft Ltd,https://www.freshersworld.com/jobs/sms-sending-data-entry-jobs-in-chennai-noida-hyderabad-jk-infosoft-ltd-1017473,", Full Time / Part Time Online Home Based Jobs, Fresher Home Based Data Entry Jobs For College Students, Home Based Typing Work For StudentsBack office Home Based Form Filling Jobs For House Wife, Home Based Typing Jobs, Home Based Copy paste Jobs, Home Based SMS Sending Jobs, Data Entry, Data Entry Operator Computer Operator, Data Entry TypistGood communication and presentation skillsJob Type: Part-timeThis work can be done from any location in IndiaJob SummaryJob Type : Part TimeJob Role : Data Entry /Back OfficeJob Category : Computer OperatorHiring Process :  Face to Face InterviewWho can apply : Freshers",chennai,data scientist
Database Administrator / Data Engineer,Core HR Services Pvt. Ltd,https://www.freshersworld.com/jobs/database-administrator-data-engineer-jobs-in-chennai-core-hr-services-pvt-ltd-1013672,", Expert in MySQL / Maria db. - Optimization and handling large sets of databases. - Creating Indexing of data / Data Dictionary. - Generating reports and creating audits. - Hands-on knowledge with stored procedures and bash scripting is a huge plus.Expert in MySQL / Maria db. - Optimization and handling large sets of databases. - Creating Indexing of data / Data Dictionary. - Generating reports and creating audits. - Hands-on knowledge with stored procedures and bash scripting is a huge plus.Skills: Data Dictionary, Database Management, Database, Report Generation, Stored Procedures, Mysql, Data Engineer, Maria Db, Database Administrator, IndexingExperience: 2.00-4.00 Years Job SummaryJob Type : Full TimeJob Role : Engineer (Core, Non-IT)Job Category : Core TechnicalHiring Process :  Face to Face InterviewWho can apply : Experienced (2 to 3+ yrs)",chennai,data scientist
Process Data Engineer - SSW,Shell,https://www.freshersworld.com/jobs/process-data-engineer-ssw-jobs-in-chennai-shell-1012054,",  TAO - Subsurface and WRFM/ Technical Reporting Team is tasked with delivering perceptible value to Upstream business units within Shell through building data solutions,This position is part of TAO - Subsurface and WRFM/ TR - Data Solutions team delivering advanced Data Solution projects for upstream businesses within ShellResponsible for supporting the development of technical models for projects collaborating with different business stakeholders &amp; other partners and working across a range of technologies and tools.Deliver high-quality Data Solutions/ Visualization by Adhering to the required software development standards.Define project requirements, agree on project milestones, phases and elements; working along the project team.Work in a collaborative team-oriented environment with the business and IT to complete application development by assisting in the design, coding, and testing of technical solutionsInvolve in all phases of software development and Develop documentation throughout the life cycleMaintain and develop codebase, troubleshooting bugs, resolve issues and enhancements.Perform Peer code review, suggest improvements and assist them to deliver quality deliverables with the minimum standard.Adopt and Implement best practices in coding, unit testing and test cases.Enhances organization reputation by accepting ownership for accomplishing new and different requests; exploring opportunities to add value to job accomplishments.Ability to impact operations and effect change without being confrontationalAbility to work independently and with othersJob SummaryJob Type : Full TimeJob Role : Engineer (Core, Non-IT)Job Category : Core Technical,DiplomaHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
Data Science Internship-Online,IIBM Institute of Business Management,https://www.freshersworld.com/jobs/data-science-internship-online-jobs-in-bangalore-chennai-hyderabad-iibm-institute-of-business-management-1005366,",  Hi,We are IIBM Institute of Business Management.Looking for candidates interested in internship - Pan India.After internship placement in MNC's.Over career and internship done for 25,000 candidates.Freshers can apply.................................................................................................................................................................................................................................................................................................................................................. Job SummaryJob Type : Full TimeJob Role : IT Software-EngineerJob Category : IT/SoftwareHiring Process :  Telephonic InterviewWho can apply : Freshers",chennai,data scientist
DATA ENTRY /BACK OFFICE,FREELANCER AMIT,https://www.freshersworld.com/jobs/data-entry-back-office-jobs-in-vijayawada-bangalore-chennai-freelancer-amit-991506,", Dear Candidates, Greetings bright, energetic ASPIRANTS Providing excellent customer services to the passengers on board. Taking care of their safety and security. Ground Staff on roll vacancies for full time jobs!!Urgent hiring for Aviation IndustryUrgently hiring for ground staff, supervisor, Tag boy, Loader, Helper, Driver, Air ticketing, Customer support Associate,Male and female both require. Golden chance for both experience and fresher.Qualifications: 8th ,10th ,12th, Graduation, Post-graduationOn Roll VacanciesSalary :- Rs. 15000 to 48000/- , (According to your post and Qualification)Qualification: - 8th , 10th, 12th Pass to graduate &amp; Post Graduate (Hospitality Aviation must apply)Job- Male/Female, Fresher/Experience Both type Job Candidates required at your nearest location!!location all over India , nearest your airports.interested job candidates must, Job SummaryJob Type : Full TimeJob Role : Data Entry /Back OfficeJob Category : Computer OperatorHiring Process :  Face to Face Interview, Telephonic InterviewWho can apply : Freshers",chennai,data scientist
Big Data Platform Product Manager,MBE HOLDINGS LIMITED,https://www.freshersworld.com/jobs/big-data-platform-product-manager-jobs-in-chennai-mbe-holdings-limited-1012065,",  Fueled by a fundamental belief that having access to financial services creates opportunity PayPal NASDAQ PYPL is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy Our open digital payments platform gives PayPal s 210 million active account holders the confidence to connect and transact in new and powerful ways whether they are online on a mobile device in an app or in person Through a combination of technological innovation and strategic partnerships PayPal creates better ways to manage and move money and offers choice and flexibility when sending payments paying or getting paid Available in more than 200 markets around the world the PayPal platform including Braintree Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies The Technology Platforms and Experiences TPX team is the technology engine that powers PayPal s business We deliver a scalable efficient and highly reliable infrastructure and services platform in a hybrid cloud environment As part of TPX Enterprise Data Platform EDP delivers a worldclass data platform for thousands of PayPal s data scientists analysts developers and operators As a Product Manager in EDP you will own critical data platform products in PayPal such as data stores and compute lifecycle analytical data products middleware and frameworks data pipes and experiences You will be responsible for Driving product strategy and creating capabilities that application teams can leverage to have a direct impact on PayPal end user experienceWorking crossfunctionally with global BUs engineering and design and developing strong relationships that help build trust with key partner teams Evangelizing product roadmap internally and externally in informal and formal settingsRunning lean experiments to inform future investment areasContinuously collect customer feedback to further improve the platform and products The product manager for big data platform will build a world class data platform for PayPal s data engineers data scientists and data analysts to accelerate top line and bottomline growth for PayPal through datadriven decisions Qualifications More than 8 years of experience in Software development and working in technology space At least 3 years working as a product manager in a data platform infrastructure organization Expertise in big data development as a practitioner or product ownerExperience working closely with data engineers infrastructure teams data scientists on large scale dataPassion to identify problems to solve and to define the platform features which can solve those problemsBA BS in CS preferred Success in this role requires the following Inspiring all levels of the organization with your product vision and customer passion Extremely effective communication skills to work up down and across a matrix organizationIdentifying new opportunities based on research industry trends and best practices driving innovation Building a strong product management practice by continually assessing the needs of the customer market trends and competitive opportunities Starting with vague information and driving to a clear identification of an unmet customer need followed by products which address the needsDeeply analytical in thinking with the ability to see the strategic value of the offeringsJob SummaryJob Type : Full TimeJob Role : Management TraineeJob Category : Diploma,BSc/BCA/BBM,ManagementHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
Cloud Data Engineer Graduate Trainee,Agilisium Consulting,https://www.freshersworld.com/jobs/cloud-data-engineer-graduate-trainee-jobs-in-chennai-agilisium-consulting-1013641,", Cloud Data Engineer – Graduate Trainee/FresherQualifications (the non-negotiables)Graduated less than 1 year ago or about to complete a Bachelor’s or Master’s Degree in Computer Science, Computer Engineering, or related fields at time of applicationProgramming skills in SQL, Java or PythonKnowledge of Computer Science fundamentals such as object-oriented design, algorithm design, data structures, problem solving and complexity analysis Qualifications (the good-to-haves) ® Previous technical internship(s)Experience with cloud, multi-tiered systems, algorithms, and relational databasesJob SummaryJob Type : Full TimeJob Role : IT Software-EngineerJob Category : IT/SoftwareHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
Project Data Entry Operator Grade A,National Institute of Epidemiology,https://www.freshersworld.com/jobs/project-data-entry-operator-grade-a-jobs-in-chennai-national-institute-of-epidemiology-1010130,", No. NIE/PE/Advt/September 2020/12 Project Data Entry Operator (Grade A) Name of the Project: Establishment of ten ICMR – Biorepositories for COVID - 19 Number of posts: 01 (one) (EWS)  Essential Qualification: Intermediate or 12th Pass from recognized board. A speed test of not less than 8000 key depressions per hour through speed test on computer. Desirable Qualification:  Typing certificate in English Lower / Higher issued by State Government. Age Limit: EWS – 25 yearsPlace of posting: ICMR - NIE, ChennaiEmoluments: Rs.17,000/- per month. Duration: 6 monthsJob SummaryJob Type : Full TimeJob Role : Data Entry /Back OfficeJob Category : 1 to 3 Yr Exp,Computer OperatorHiring Process :  Face to Face InterviewWho can apply : Freshers",chennai,data scientist
Project Data Entry Operator Grade A,National Institute of Epidemiology,https://www.freshersworld.com/jobs/project-data-entry-operator-grade-a-jobs-in-chennai-national-institute-of-epidemiology-1010126,", No. NIE/PE/Advt/September 2020/12 Project Data Entry Operator (Grade A) Name of the Project: Model District for Public Health Preparedness, Surveillance and Response: Multi-Strategic Integrated Approach in Tiruvallur District, Tamil Nadu, India Number of posts: 01 (one) (OBC) Essential Qualification: Intermediate or 12th Pass from recognized board. A speed test of not less than 8000 key depressions per hour through speed test on computer. Desirable Qualification: Typing certificate in English Lower / Higher issued by State Government. Age Limit: OBC – 28 years (including 3 years age relaxation)Place of posting: ICMR - NIE, Chennai Emoluments: Rs.17,000/- per month.Duration: Up to September 2021Job SummaryJob Type : Full TimeJob Role : Data Entry /Back OfficeJob Category : 1 to 3 Yr Exp,Computer OperatorHiring Process :  Face to Face InterviewWho can apply : Freshers",chennai,data scientist
Data Entry Back Office/Work From Hom,Confidential,https://www.freshersworld.com/jobs/data-entry-back-office-work-from-hom-jobs-in-chennai-confidential-1011041,", Data Entry Back Office/Work From Home/Online Data Entry/Data Entry Jobs/Work From Home/Jobs/TypingWork from home jobs- Data Entry and Proof ReadingFresher can also apply Job Title: data entry jobNature of Job: data entry and proof reading job, work from homeJob Locality: All India (work from home)Payment Mode: Weekly payment.Data entry job is a simple typing job. In this job we will provide you the typing material and that will be in either PDF or JPEG and from that you have to type in notepad, all guidelines will be provided by us and also helpline facilities available.Job SummaryJob Type : Full TimeJob Role : Data Entry /Back OfficeJob Category : Diploma,Computer OperatorHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
Agencyport Developer,NTT DATA Services,https://www.freshersworld.com/jobs/agencyport-developer-jobs-in-chennai-ntt-data-services-1012149,", Resource should have experience in Agencyport, SDK, Connect 5.Resource should work on JAVA project requests and should possess strong working experience in Core Java, JavaScript and HTMLShould have Agile Experience. Prior experience of Migration projects would be advantageousExperience in Web Services would be helpful.Familiarity with J2EE, XML, Java, JSP, and EJB.Familiarity with Scrum and Agile methodology.Knowledge of coding languages including Angular JS, Java, and JQuery.Knowledge of web technologies including JavaScript, CSS, HTML5, and XML.Ability to troubleshoot complex software issues.Job Location ; Bangalore / Chennai/ Hyderabad Expereince : 3 to 8 yearsJob SummaryJob Type : Full TimeJob Role : IT Software-EngineerJob Category : IT/Software,DiplomaHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
Content writter,Data matics solution,https://www.freshersworld.com/jobs/content-writter-jobs-in-bangalore-chennai-hyderabad-data-matics-solution-1010280,",  This is 2-3 hour part-time handwriting home based job You have to write an only 'Seventy 70 page' one-story novel book same copy and  Write in handwriting in capital letter or small letter all allowed - complete in seven 7 days Weekly salary - 13000Job SummaryJob Type : Part TimeJob Role : Content Writer Job Category : JournalismHiring Process :  Face to Face Interview, Group DiscussionWho can apply : Freshers",chennai,data scientist
SMTS-Systems Engineering,Data Entry India,https://www.freshersworld.com/jobs/smts-systems-engineering-jobs-in-chennai-data-entry-india-1012094,", SMTS-Systems Engineering Chennai, India Full-Time Technology What youll be doing... Our customers have high expectations for our digital eCommerce platforms - speed, responsiveness and constant availability. Thats where you come in. You will guide team members to design and implement efficient solutions to complex problems and meet critical business needs. Your optimization and performance skills will help other engineering teams and our vendors drive better digital eCommerce architecture and solutions. Leading the server side architecture development for failover and clustering solutions. Crafting, evaluating and detailing clustering, load testing and performance testing solutions for applications. Working with digital operations to gather requirements and design, develop and implement projects. Monitoring metrics and system health and quickly identifying and resolving problems. Defining requirements, design and set-up of new environments to demonstrate proof of concept. What were looking for... You view technology through a lens of making things better and more effective. Understanding and building continual improvements to the digital value chain is something you flourish with. You enjoy the process of solving complex issues while empowering the team around you to do the same. People count on you to have strong domain experience in eCommerce application tools, digital delivery methods, and all aspects of production. Youll need to have Bachelors degree or four or more years of work experience. Six or more years of relevant work experience. Experience developing and optimizing server architectures. Even better if you have A degree. Experience with Java/ J2EE, Oracle Coherence, WebLogic, Oracle, iPlanet, Rational Rose, XML, Solaris and PL/SQL. Experience in Oracle commerce platform ATG/Endeca. Experience in systems design and project management. Additional qualifications Experience in Java, Sprint boot 10,Sprint Reactive API development and Microservices. Experience in AWSCloud/Kubernetes. When you join Verizon... Youll have the power to go beyond doing the work thats transforming how people, businesses and things connect with each other. Not only do we provide the fastest and most reliable network for our customers, but we were first to 5G - a quantum leap in connectivity. Our connected solutions are making communities stronger and enabling energy efficiency. Here, youll have the ability to make an impact and create positive change. Whether you think in code, words, pictures or numbers, join our team of the best and brightest. We offer great pay, amazing benefits and opportunity to learn and grow in every role. Together well go far. Diversity and Inclusion at Verizon At Verizon, we know that diversity makes us stronger. We are committed to a collaborative, inclusive environment that encourages authenticity and fosters a sense of belonging. We strive for everyone to feel valued, connected, and empowered to reach their potential and contribute their best. Check out our diversity and inclusion page to learn more.Job SummaryJob Type : Full TimeJob Role : Engineer (Core, Non-IT)Job Category : Core TechnicalHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
Hand writing job,Data matics solution,https://www.freshersworld.com/jobs/hand-writing-job-jobs-in-chennai-delhi-hyderabad-data-matics-solution-1011197,", Manual hand writing paper work home based job available now weekly basis salary very very simple job available only hand writing paper work most opportunity good performance to good income Job SummaryJob Type : Part TimeJob Role : Data Entry /Back OfficeJob Category : Computer OperatorHiring Process :  Group DiscussionWho can apply : Freshers",chennai,data scientist
Software Development Specialist - MVC,NTT DATA Services,https://www.freshersworld.com/jobs/software-development-specialist-mvc-jobs-in-chennai-ntt-data-services-1009972,", NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.We are currently seeking a Software Development Specialist - MVC to join our team in Chennai, Tamil Nādu (IN-TN),India (IN).In These Roles, You Will Be Responsible ForAnalyzing requirements and designing new functionalityIntegrating with front-end developersProvide advanced technical support for investigation and diagnosis for resolving tickets related incidents to ensure Service Level Agreements/Operational Level Agreements are compiled.Delivering a high-quality applicationProblem solving issues that arise in day to day issues and providing timely responses and solutions as requiredRequired Skills For This Role IncludeTechnical skillsOverall IT / Web development experience: Min 6 years, of which Min 3 years in MVC framework.Experience in developing ASP.NET MVC 4.6 | ASP.NET Core MVC applicationsSenior knowledge of Entity Framework 6 | EF Core | NHibernate | ADO.NETProficient knowledge in MSSQL (Advanced Queries)Sound knowledge in WebAPI &amp; Json technologies.Familiarity with the client-side framework “jQuery | Angular 2. *}}Understanding of HTML, JS, and CSSGood communication skills with the ability to present technical details to a non-technical audience.Ability to talk to client and get the Business RequirementsCommunicates and enforces coding standardsPerforms code reviews and mentor junior developers.Desired Skills:Domain Knowledge: Financial, Supply Chain or ManufacturingPreferencesGraduate degree in Computer Science with 6 to 10 years of IT / web development experience.Willing to work on shiftTravelThis position might have travel requirement.Job SummaryJob Type : Full TimeJob Role : IT Software-EngineerJob Category : IT/Software,BSc/BCA/BBMHiring Process :  Face to Face InterviewWho can apply : Experienced (3+ yrs)",chennai,data scientist
Content writter,Data matics solution,https://www.freshersworld.com/jobs/content-writter-jobs-in-bangalore-chennai-hyderabad-data-matics-solution-1010182,", Handwriting job only copy and paste  part time good performance to good income Weekly basis salary  Very very simple job  Only handwriting paperwork  Home-based job Job SummaryJob Type : Part TimeJob Role : Content Writer Job Category : Journalism,Work from HomeHiring Process :  Face to Face Interview, Group DiscussionWho can apply : Freshers",chennai,data scientist
Software Development Analyst,Meta Data Technologies Pvt Ltd,https://www.freshersworld.com/jobs/software-development-analyst-jobs-in-chennai-meta-data-technologies-pvt-ltd-1009999,", Software Development Analyst - NLP Using PythonReq ID: 100659NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.We are currently seeking a Software Development Analyst - NLP Using Python to join our team in Chennai, Tamil Nādu (IN-TN),India (IN).In These Roles, You Will Be Responsible ForDesign NLP applications and productsSelect the proper annotated datasets for supervised learning techniquesUse effective text representation techniques to develop useful featuresIdentify and utilize the correct algorithms for specific NLP projectsDevelop NLP projects in accordance with prescribed requirementsTrain developed NLP models and evaluate their effectivenessConduct statistical analyses of models, and adjust models where possibleExtend machine learning frameworks and libraries for NLP projects.Required Skills For This Role IncludeOverall IT Experience: 5 to 7 years, of which atleast 4 to 5 years of experience in Natural Language Processing DevelopmentStrong knowledge of NLP Techniques for text representation, semantic extraction techniques, data structures and modeling. Must have solid hands on experience on Open Computer Vision (Open CV)image processing Experience in developing Automations in: Automation Anywhere and any RPA PlatformHands on experience on Image Processing/CV.Ability to effectively design software architectureDeep understanding of text representation techniques (such as n-grams, bag of words, sentiment analysis etc),statistics and classification algorithmsKnowledge ofLanguage – Python, R , Core Java , CDatabase – SQL Server, Redis, MongoDB, MySQLLibraries – Pytorch, tensorflow, keras, Flask, Numpy, Pandas, Scikit-learn, DjangoAlgorithms – Neural Networks (CNN, RNN, LSTM) , Decision Trees, Clustering , Data structuresAbility to write robust and testable codeExperience with machine learning frameworks (like Keras or PyTorch) and libraries (like Pandas, Numpy, scikit-learn)Strong communication skills – Proficiency in EnglishAn analytical mind with problem-solving abilitiesWillingness to work overtime, when necessary, to meet project deadlinesJob SummaryJob Type : Full TimeJob Role : IT Software-EngineerJob Category : IT/Software,DiplomaHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
Software Development Analyst - Automation,Meta Data Technologies Pvt Ltd,https://www.freshersworld.com/jobs/software-development-analyst-automation-jobs-in-chennai-meta-data-technologies-pvt-ltd-1009987,", NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.We are currently seeking a Software Development Analyst - Automation Anywhere to join our team in Chennai, Tamil Nādu (IN-TN),India (IN).In These Roles, You Will Be Responsible ForAnalyzing requirements and creating script.Provide advanced technical support for investigation and diagnosis for resolving tickets related incidents to ensure Service Level Agreements/Operational Level Agreements are compiled.Delivering a high-quality applicationProblem solving issues that arise in day to day issues and providing timely responses and solutions as required.Required Skills For This Role IncludeTechnical skillsOverall IT Experience: Min 6 years, of which Min 4 years in Automation Anywhere.Experience in developing Automations in: Automation Anywhere and any RPA PlatformBasic knowledge of .Net skills and Web service ConceptGood knowledge in SQL ServerInterest to learn other RPA platforms.Ability to both understand a business process from a workflow diagramWillingness and ability to blend business analysis with hands-on configuration of automated processes in the Automation Software Products.Desired Skills:Domain Knowledge: Finance &amp; AccountingPreferencesGraduate degree in Computer Science with 6 to 8 years of IT / Automation development.Willing to work on shiftTravelThis position might have travel requirement.Job SummaryJob Type : Full TimeJob Role : IT Software-EngineerJob Category : IT/Software,DiplomaHiring Process :  Face to Face InterviewWho can apply : Freshers and Experienced (0 to 3 yrs )",chennai,data scientist
